trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0148052	0.01176
0.0	0.0502	0.0009	1.7453292519943294e-06	-4.537856055185256e-05	-2.094395102393195e-05	1.06140327	43.73926926	0.98097232	0.05450339204138894	0.0138082	0.00742
0.0017	0.1246	0.0111	-0.0008237954069413235	0.0001605702911834783	0.00014137166941154068	1.16063166	47.82836533	1.04929746	0.14599026041820604	0.0106128	0.00259
0.0026	0.0794	0.0052	-0.0008272860654453122	0.00029845130209103034	8.901179185171081e-05	1.0946312	45.10855865	1.00481998	0.06168657734856853	0.010409	0.00198
0.0013	0.0017	0.0025	-0.0005131268000863328	0.0002373647782712288	-5.759586531581287e-05	1.14612401	47.23051834	1.02695591	0.10779267231731524	0.0128407	0.00482
0.0025	0.1006	0.0019	-0.0010070549784007281	0.00032812189937493397	7.504915783575618e-05	1.20944917	49.84008026	1.06342006	0.13656651612848347	0.00994736	0.0018
0.0009	0.0383	-0.0027	-0.0006771877497737998	0.0003193952531149623	3.4906585039886588e-06	1.16102111	47.84440994	1.01809132	0.08900761871093338	0.011775	0.00316
0.0017	0.0379	0.004	-0.0006073745796940267	0.0003595378259108319	5.585053606381854e-05	1.08849204	44.85556793	0.97104397	0.016015781021773628	0.0114037	0.0034
0.0064	0.1012	0.01	-0.0010175269539126942	0.0005811946409141118	0.00020594885173533088	1.12434566	46.3330574	1.00662822	0.11309537524467297	0.0100935	0.00188
0.0031	0.0112	0.0037	-0.000593411945678072	0.0005113814708343385	8.552113334772214e-05	1.15955687	47.78407288	1.03191136	0.1303177948351002	0.0118433	0.0042
0.0031	0.0866	0.0083	-0.0009285151620609833	0.0005654866776461627	0.0001937315469713706	1.11359739	45.8901329	1.01226917	0.10487094184091916	0.00997937	0.00218
0.0029	0.0751	0.0003	-0.0010890854532444615	0.000593411945678072	0.00018151424220741024	1.07647192	44.36023331	0.97822193	0.02973564319896739	0.00967443	0.00174
0.0031	0.0417	0.0001	-0.0008464846872172499	0.000577703982410123	9.42477796076938e-05	1.07824361	44.4332428	0.97635276	0.051078759594743846	0.0104403	0.00242
